date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:48	4741/4741	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e74908-1285%22	https://querofilmehd.net/wp-content/themes/dooplay/assets/js/front.livesearch.min.js?ver=2.5.5	C:/My%20Web%20Sites/Homem%20Aranha/querofilmehd.net/wp-content/themes/dooplay/assets/js/front.livesearch.min4468.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:48	2984/2984	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e747ef-ba8%22	https://querofilmehd.net/wp-includes/js/comment-reply.min.js?ver=5.8.2	C:/My%20Web%20Sites/Homem%20Aranha/querofilmehd.net/wp-includes/js/comment-reply.min080f.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:49	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e747ef-592%22	https://querofilmehd.net/wp-includes/js/wp-embed.min.js?ver=5.8.2	C:/My%20Web%20Sites/Homem%20Aranha/querofilmehd.net/wp-includes/js/wp-embed.min080f.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:49	9138/9138	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f138f96bdde8c4ff4dce4300db918980%22	https://cdn.onesignal.com/sdks/OneSignalSDK.js?ver=5.8.2	C:/My%20Web%20Sites/Homem%20Aranha/cdn.onesignal.com/sdks/OneSignalSDK080f.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Dec%202021%2022:46:49%20GMT	https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/GET	C:/My%20Web%20Sites/Homem%20Aranha/querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/GET	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:50	13380/13380	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226090377f-3444%22	http://waust.at/d.js	C:/My%20Web%20Sites/Homem%20Aranha/waust.at/d.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:50	5067/5067	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261757a1b-13cb%22	https://joshmcrty.github.io/Flurry/jquery.flurry.min.js	C:/My%20Web%20Sites/Homem%20Aranha/joshmcrty.github.io/Flurry/jquery.flurry.min.js	(from https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/)
19:46:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Dec%202021%2022:46:50%20GMT	http://querofilmehd.net/wp-content/themes/dooplay/assets/css/mCSB_buttons.png	C:/My%20Web%20Sites/Homem%20Aranha/querofilmehd.net/wp-content/themes/dooplay/assets/css/mCSB_buttons.45.delayed	(from https://querofilmehd.net/wp-content/cache/wpfc-minified/97ryus2f/bnn70.css)
19:46:52	168195/168195	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Dec%202021%2022:46:52%20GMT	https://querofilmehd.net/wp-content/themes/dooplay/assets/css/mCSB_buttons.png	C:/My%20Web%20Sites/Homem%20Aranha/querofilmehd.net/wp-content/themes/dooplay/assets/css/mCSB_buttons.46.delayed	(from https://querofilmehd.net/wp-content/cache/wpfc-minified/97ryus2f/bnn70.css)
19:46:54	168177/168177	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Dec%202021%2022:46:53%20GMT	https://querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/amung.us/dynamic.js	C:/My%20Web%20Sites/Homem%20Aranha/querofilmehd.net/filme/7homem-aranha-sem-volta-para-casa/amung.us/dynamic.js	(from http://waust.at/d.js)
19:46:54	17181/17181	---MCZ	200	added ('OK')	application/javascript	etag:W/%226129520b-431d%22	https://cdn.tynt.com/tc.js	C:/My%20Web%20Sites/Homem%20Aranha/cdn.tynt.com/tc.js	(from http://waust.at/d.js)
